number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_border_count,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,state
140,10.631586812261657,2026-06-27 21:33:56.532899,2026-06-27 21:33:57.418819,0 days 00:00:00.885920,0.35866368847456664,205,9,450,7.74928246429894,0.02092836926054989,COMPLETE
141,9.36958568225455,2026-06-27 21:33:57.418819,2026-06-27 21:33:57.770995,0 days 00:00:00.352176,0.2644450886703123,198,4,450,6.887464608332051,0.07838616094342848,COMPLETE
142,9.179809482082025,2026-06-27 21:33:57.787102,2026-06-27 21:33:58.164429,0 days 00:00:00.377327,0.3250970895165013,145,4,500,5.341700310555216,0.05965456959287157,COMPLETE
143,9.254996459547968,2026-06-27 21:33:58.178265,2026-06-27 21:33:58.536311,0 days 00:00:00.358046,0.3010453826814776,189,4,400,0.00765997577957753,0.04146955328423033,COMPLETE
144,9.168568854302425,2026-06-27 21:33:58.541047,2026-06-27 21:33:58.869388,0 days 00:00:00.328341,0.2460912878889905,229,4,450,3.699028110798784,0.09038004022567442,COMPLETE
145,9.081800093843393,2026-06-27 21:33:58.869388,2026-06-27 21:33:59.205747,0 days 00:00:00.336359,0.2207718280031016,199,5,300,6.562316484562146,0.11042529566989558,COMPLETE
146,9.001428922919915,2026-06-27 21:33:59.221590,2026-06-27 21:33:59.607673,0 days 00:00:00.386083,0.27123219078473676,217,4,550,2.392335274191843,0.07231027951263155,COMPLETE
147,9.945492521666525,2026-06-27 21:33:59.618336,2026-06-27 21:34:00.016031,0 days 00:00:00.397695,0.8394947564783132,137,5,350,8.271908358415681,0.05001511850462596,COMPLETE
148,9.317317063773745,2026-06-27 21:34:00.035626,2026-06-27 21:34:00.475071,0 days 00:00:00.439445,0.18265203703701002,79,5,650,4.562558987229569,0.09896609509787174,COMPLETE
149,9.084859206617681,2026-06-27 21:34:00.493225,2026-06-27 21:34:00.905656,0 days 00:00:00.412431,0.24987447302040516,174,5,400,5.303172495773249,0.08105980711528807,COMPLETE
